"order_id","courier_id","courier_age_years","courier_rating_1_to_5","restaurant_latitude_deg","restaurant_longitude_deg","customer_latitude_deg","customer_longitude_deg","order_type","vehicle_type","temperature_celsius","humidity_percent","precipitation_mm","weather_description","traffic_level","distance_km","delivery_time_min","order_type_factor","vehicle_type_factor","traffic_level_cleaned","traffic_level_factor","weather_description_cleaned","weather_category","long_delivery_flag","average_speed_kmph"
"B46C","MUMRES17DEL01",34,4.7,19.121999,72.908493,19.161999,72.948493,"Snack ","scooter ",27.01,44,0,"smoke","Moderate",11.14,39.16666667,"Snack","scooter","moderate","moderate","smoke","Poor Visibility",0,17.0655319134412
"7150","SURRES14DEL01",26,5,21.157729,72.768726,21.167729,72.778726,"Meal ","scooter ",23.91,44,0,"clear sky","Very Low",2.41,6.983333333,"Meal","scooter","very low","very low","clear sky","Clear",0,20.7064439150695
"1.00E+58","VADRES14DEL03",31,4.6,22.311603,73.165012,22.371603,73.225012,"Snack ","motorcycle ",22.74,43,0,"clear sky","Moderate",11.07,25.55,"Snack","motorcycle","moderate","moderate","clear sky","Clear",0,25.9960861056751
"4460","PUNERES09DEL02",32,4.9,18.536562,73.896485,18.556562,73.916485,"Snack ","motorcycle ",19.26,64,0,"clear sky","Low",5.3,23.51666667,"Snack","motorcycle","low","low","clear sky","Clear",0,13.5223245905709
"977D","INDORES19DEL02",27,4.7,22.745536,75.893106,22.765536,75.913106,"Buffet ","motorcycle ",17.11,77,0,"haze","Low",4.38,19.43333333,"Buffet","motorcycle","low","low","haze","Poor Visibility",0,13.5231560915134
"1602","BANGRES010DEL03",21,4.9,12.933298,77.614293,13.023298,77.704293,"Drinks ","motorcycle ",19.9,93,0,"mist","Very High",17.63,68.98333333,"Drinks","motorcycle","very high","very high","mist","Rainy",1,15.3341386815817
"894E","BANGRES12DEL02",28,4.8,12.939496,77.625999,12.989496,77.675999,"Drinks ","motorcycle ",19.64,92,0,"mist","Very High",11.56,61.65,"Drinks","motorcycle","very high","very high","mist","Rainy",1,11.2506082725061
"655","HYDRES14DEL01",33,4.4,17.426228,78.407495,17.436228,78.417495,"Snack ","motorcycle ",21.27,65,0,"broken clouds","Very Low",3.09,15.28333333,"Snack","motorcycle","very low","very low","broken clouds","Clear",0,12.1308615075531
"20F6","BANGRES11DEL03",20,4.6,12.934365,77.616155,13.024365,77.706155,"Buffet ","motorcycle ",19.89,93,0,"mist","Very High",17.29,60.43333333,"Buffet","motorcycle","very high","very high","mist","Rainy",1,17.16602316697
"3DB1","COIMBRES13DEL03",31,4.3,11.003669,76.976494,11.063669,77.036494,"Snack ","motorcycle ",24.96,73,0,"mist","Moderate",11.45,33.38333333,"Snack","motorcycle","moderate","moderate","mist","Rainy",0,20.5791313051003
"1EC7","PUNERES05DEL03",29,4.6,18.543626,73.905101,18.573626,73.935101,"Snack ","scooter ",19.23,65,0,"clear sky","Low",6.28,22.28333333,"Snack","scooter","low","low","clear sky","Clear",0,16.9094988806147
"8ED2","VADRES20DEL01",36,5,22.311358,73.164798,22.381358,73.234798,"Snack ","motorcycle ",22.68,43,0,"clear sky","Moderate",12.93,30.25,"Snack","motorcycle","moderate","moderate","clear sky","Clear",0,25.6462809917355
"64CC","CHENRES19DEL01",31,4.2,12.986047,80.218114,13.096047,80.328114,"Meal ","motorcycle ",26.47,87,0,"broken clouds","Very High",25.39,97.83333333,"Meal","motorcycle","very high","very high","broken clouds","Clear",1,15.5713798983159
"2ED0","HYDRES02DEL03",39,4.1,17.41233,78.449654,17.47233,78.509654,"Meal ","scooter ",21.32,64,0,"broken clouds","Moderate",11.67,30.7,"Meal","scooter","moderate","moderate","broken clouds","Clear",0,22.8078175895765
"4008","SURRES010DEL02",29,4.6,21.17106,72.789292,21.25106,72.869292,"Meal ","electric_scooter ",22.9,43,0,"clear sky","High",14.52,33.15,"Meal","electric_scooter","high","high","clear sky","Clear",0,26.2805429864253
"7553","SURRES03DEL01",29,4.6,21.186884,72.793616,21.226884,72.833616,"Snack ","scooter ",23.1,43,0,"clear sky","Low",6.71,20.13333333,"Snack","scooter","low","low","clear sky","Clear",0,19.9966887450326
"35D8","COIMBRES17DEL03",37,4.9,11.026117,76.944652,11.056117,76.974652,"Buffet ","motorcycle ",24.82,73,0,"mist","Moderate",6.76,28.55,"Buffet","motorcycle","moderate","moderate","mist","Rainy",0,14.2066549912434
"4C88","MUMRES08DEL01",31,3.9,19.065838,72.832658,19.135838,72.902658,"Buffet ","scooter ",26.77,44,0,"smoke","Very High",17.15,54.18333333,"Buffet","scooter","very high","very high","smoke","Poor Visibility",1,18.9910796689628
"81A5","BANGRES04DEL03",26,4.4,12.98041,77.640489,13.04041,77.700489,"Buffet ","motorcycle ",19.5,93,0,"mist","High",13.6,43.21666667,"Buffet","motorcycle","high","high","mist","Rainy",1,18.8816043178649
"AE56","COIMBRES02DEL01",24,4.6,11.022477,76.995667,11.132477,77.105667,"Snack ","motorcycle ",25.15,73,0,"mist","High",21.28,50.13333333,"Snack","motorcycle","high","high","mist","Rainy",1,25.4680851080763
"9B79","MYSRES13DEL01",39,4.8,12.310972,76.659264,12.350972,76.699264,"Snack ","motorcycle ",17.9,77,0,"scattered clouds","Moderate",8.67,29.88333333,"Snack","motorcycle","moderate","moderate","scattered clouds","Clear",0,17.4076965998224
"596A","COIMBRES03DEL02",20,4.7,11.025083,77.015393,11.105083,77.095393,"Drinks ","motorcycle ",25.02,73,0,"mist","High",15.95,45.43333333,"Drinks","motorcycle","high","high","mist","Rainy",1,21.0638297887794
"78AA","MYSRES16DEL02",20,5,12.316967,76.603067,12.446967,76.733067,"Meal ","motorcycle ",18.12,77,0,"scattered clouds","High",26.21,39.33333333,"Meal","motorcycle","high","high","scattered clouds","Clear",0,39.9813559355916
"D7EC","KOLRES04DEL03",29,4.3,22.538731,88.364878,22.598731,88.424878,"Buffet ","motorcycle ",22.99,83,0,"haze","Moderate",12.74,30.98333333,"Buffet","motorcycle","moderate","moderate","haze","Poor Visibility",0,24.6713286739829
"55B1","COIMBRES11DEL01",36,4.8,11.001753,76.986241,11.111753,77.096241,"Drinks ","motorcycle ",25.02,73,0,"mist","Very High",24.44,63.98333333,"Drinks","motorcycle","very high","very high","mist","Rainy",1,22.9184683523271
"8.70E+05","VADRES13DEL03",36,4,22.310237,73.158921,22.400237,73.248921,"Meal ","motorcycle ",22.48,43,0,"clear sky","High",18.92,31.73333333,"Meal","motorcycle","high","high","clear sky","Clear",0,35.7731092474552
"82C3","RANCHIRES04DEL02",22,4.8,23.359033,85.325347,23.439033,85.405347,"Drinks ","scooter ",17.58,69,0,"clear sky","High",14.99,45.43333333,"Drinks","scooter","high","high","clear sky","Clear",1,19.7960381525896
"5397","PUNERES18DEL01",38,4.4,18.593481,73.785901,18.663481,73.855901,"Buffet ","motorcycle ",19.01,65,0,"clear sky","High",15.81,37.75,"Buffet","motorcycle","high","high","clear sky","Clear",0,25.1284768211921
"876B","SURRES01DEL02",39,4.9,21.186438,72.794115,21.236438,72.844115,"Buffet ","motorcycle ",22.99,43,0,"clear sky","Low",8.39,22.18333333,"Buffet","motorcycle","low","low","clear sky","Clear",0,22.6927122498411
"3A5A","INDORES08DEL02",24,4.9,22.725748,75.898497,22.775748,75.948497,"Snack ","scooter ",17.08,72,0,"haze","High",13.69,36.3,"Snack","scooter","high","high","haze","Poor Visibility",0,22.6280991735537
"5631","HYDRES18DEL03",35,4.8,17.450851,78.379347,17.540851,78.469347,"Meal ","motorcycle ",21.25,66,0,"broken clouds","Very High",25.62,53.95,"Meal","motorcycle","very high","very high","broken clouds","Clear",1,28.4930491195551
"1DAC","CHENRES07DEL03",33,4.5,13.081878,80.248519,13.171878,80.338519,"Drinks ","electric_scooter ",26.38,87,0,"scattered clouds","Very High",22.01,81.11666667,"Drinks","electric_scooter","very high","very high","scattered clouds","Clear",1,16.2802547764011
"DE01","KOCRES010DEL01",39,4.7,10.035573,76.336958,10.105573,76.406958,"Snack ","motorcycle ",23.9,88,0,"mist","High",15.77,44.81666667,"Snack","motorcycle","high","high","mist","Rainy",1,21.1126812925911
"8771","VADRES11DEL02",31,4.3,22.308096,73.167753,22.388096,73.247753,"Drinks ","motorcycle ",22.63,43,0,"clear sky","High",16.42,40.93333333,"Drinks","motorcycle","high","high","clear sky","Clear",1,24.0684039107548
"3645","CHENRES20DEL01",37,4.5,12.975996,80.221898,12.985996,80.231898,"Drinks ","scooter ",26.24,88,0,"mist","Very Low",2.08,21.9,"Drinks","scooter","very low","very low","mist","Rainy",0,5.6986301369863
"1FF1","MYSRES04DEL03",37,4.7,12.3085,76.665808,12.3385,76.695808,"Buffet ","scooter ",18.17,81,0,"broken clouds","Low",6.08,20.55,"Buffet","scooter","low","low","broken clouds","Clear",0,17.7518248175182
"4A3C","MUMRES13DEL01",33,5,19.178321,72.834715,19.188321,72.844715,"Meal ","motorcycle ",26.95,44,0,"smoke","Low",2.71,18.58333333,"Meal","motorcycle","low","low","smoke","Poor Visibility",0,8.74977578632283
"6CC6","JAPRES08DEL02",33,4.5,26.910262,75.783013,26.990262,75.863013,"Snack ","scooter ",19.8,68,0,"haze","Very High",16.38,51.86666667,"Snack","scooter","very high","very high","haze","Poor Visibility",1,18.9485861170342
"C141","ALHRES12DEL01",39,4.7,25.443994,81.860187,25.513994,81.930187,"Meal ","motorcycle ",22.03,55,0,"clear sky","High",16.02,34.88333333,"Meal","motorcycle","high","high","clear sky","Clear",0,27.5547061660348
"690F","RANCHIRES11DEL03",37,4.6,23.359194,85.325447,23.449194,85.415447,"Snack ","motorcycle ",17.54,69,0,"clear sky","High",18.5,40.68333333,"Snack","motorcycle","high","high","clear sky","Clear",1,27.2839000432023
"B4BA","HYDRES19DEL02",25,4.9,17.458998,78.500366,17.508998,78.550366,"Meal ","scooter ",21.29,64,0,"broken clouds","High",10.7,32.2,"Meal","scooter","high","high","broken clouds","Clear",0,19.9378881987578
"63A9","PUNERES17DEL03",28,4.8,18.530963,73.828972,18.590963,73.888972,"Buffet ","scooter ",18.98,64,0,"clear sky","Moderate",11.91,32,"Buffet","scooter","moderate","moderate","clear sky","Clear",0,22.33125
"88DD","MYSRES010DEL01",38,4.7,12.321214,76.621094,12.361214,76.661094,"Buffet ","motorcycle ",18.34,81,0,"broken clouds","Low",8.87,22.9,"Buffet","motorcycle","low","low","broken clouds","Clear",0,23.2401746724891
"1B58","JAPRES03DEL01",29,4.6,26.913483,75.803139,26.983483,75.873139,"Drinks ","motorcycle ",19.83,68,0,"haze","High",12.55,42.81666667,"Drinks","motorcycle","high","high","haze","Poor Visibility",1,17.5866095743413
"87A8","MYSRES04DEL03",31,4.6,12.3085,76.665808,12.3685,76.725808,"Meal ","motorcycle ",18.08,78,0,"scattered clouds","Moderate",11.18,28.21666667,"Meal","motorcycle","moderate","moderate","scattered clouds","Clear",0,23.7731836947699
"3F8D","MUMRES06DEL03",25,4.8,19.055831,72.833984,19.115831,72.893984,"Snack ","motorcycle ",26.83,44,0,"smoke","High",11.65,51.58333333,"Snack","motorcycle","high","high","smoke","Poor Visibility",1,13.5508885307626
"290C","MYSRES18DEL01",35,4.9,12.337928,76.617889,12.407928,76.687889,"Drinks ","motorcycle ",18.42,82,0,"scattered clouds","Moderate",14.28,34.13333333,"Drinks","motorcycle","moderate","moderate","scattered clouds","Clear",0,25.1015625024513
"7ECE","RANCHIRES18DEL01",39,4.7,23.351489,85.324253,23.421489,85.394253,"Buffet ","motorcycle ",17.84,68,0,"clear sky","High",12.97,47.16666667,"Buffet","motorcycle","high","high","clear sky","Clear",1,16.4989399281626
"1365","INDORES06DEL02",38,3.9,22.728163,75.884212,22.808163,75.964212,"Meal ","motorcycle ",17.19,72,0,"haze","High",16.78,34.9,"Meal","motorcycle","high","high","haze","Poor Visibility",0,28.8481375358166
"33A4","CHENRES15DEL03",35,4.7,13.026286,80.275235,13.056286,80.305235,"Drinks ","motorcycle ",26.52,87,0,"mist","Low",4.84,29.16666667,"Drinks","motorcycle","low","low","mist","Rainy",0,9.95657142743353
"8F3C","JAPRES07DEL02",29,4.7,26.766536,75.837333,26.786536,75.857333,"Snack ","motorcycle ",20.2,68,0,"haze","Very Low",3.82,15.43333333,"Snack","motorcycle","very low","very low","haze","Poor Visibility",0,14.8509719254538
"2FE1","SURRES18DEL03",27,4.6,21.149834,72.778666,21.179834,72.808666,"Snack ","scooter ",23.57,44,0,"clear sky","Low",5.83,18.63333333,"Snack","scooter","low","low","clear sky","Clear",0,18.7728085901204
"4B5B","MYSRES04DEL03",38,4.3,12.3085,76.665808,12.3985,76.755808,"Meal ","motorcycle ",18.43,82,0,"broken clouds","High",19.64,40.68333333,"Meal","motorcycle","high","high","broken clouds","Clear",1,28.9651782080266
"7405","SURRES19DEL01",36,4.9,21.149669,72.772629,21.219669,72.842629,"Buffet ","motorcycle ",23.05,43,0,"clear sky","High",14.03,33.5,"Buffet","motorcycle","high","high","clear sky","Clear",0,25.1283582089552
"6245","HYDRES04DEL01",26,4,17.411028,78.329645,17.451028,78.369645,"Buffet ","motorcycle ",21.05,68,0,"broken clouds","Moderate",7.93,30.11666667,"Buffet","motorcycle","moderate","moderate","broken clouds","Clear",0,15.7985611493305
"D02B","KNPRES16DEL03",26,4.1,26.482581,80.315628,26.572581,80.405628,"Meal ","motorcycle ",21.74,56,0,"clear sky","High",18.1,44.13333333,"Meal","motorcycle","high","high","clear sky","Clear",1,24.6072507571456
"1F0E","MYSRES12DEL03",36,4.9,12.284747,76.625861,12.344747,76.685861,"Drinks ","motorcycle ",18.22,81,0,"broken clouds","High",14.53,42.66666667,"Drinks","motorcycle","high","high","broken clouds","Clear",1,20.4328124984037
"7085","JAPRES09DEL01",21,4.7,26.911378,75.789034,26.921378,75.799034,"Meal ","motorcycle ",19.61,68,0,"haze","Low",3.02,14.93333333,"Meal","motorcycle","low","low","haze","Poor Visibility",0,12.133928574137
"57FA","CHENRES04DEL02",35,4.7,13.02978,80.208812,13.10978,80.288812,"Meal ","electric_scooter ",26.36,88,0,"mist","Very High",15.39,63.33333333,"Meal","electric_scooter","very high","very high","mist","Rainy",1,14.5800000007674
"57FC","MYSRES09DEL01",20,4.5,12.323194,76.630583,12.363194,76.670583,"Meal ","motorcycle ",18.32,81,0,"broken clouds","Moderate",9.21,25.56666667,"Meal","motorcycle","moderate","moderate","broken clouds","Clear",0,21.6140808316018
"7A1F","PUNERES19DEL03",23,4.6,18.563934,73.915367,18.653934,74.005367,"Snack ","motorcycle ",19.37,65,0,"clear sky","High",21.48,43.23333333,"Snack","motorcycle","high","high","clear sky","Clear",1,29.8103315366084
"CEAC","KOLRES18DEL03",37,5,22.569367,88.433187,22.629367,88.493187,"Buffet ","motorcycle ",22.98,83,0,"haze","High",15.08,40.91666667,"Buffet","motorcycle","high","high","haze","Poor Visibility",1,22.1132382874042
"A0A5","BANGRES14DEL03",26,4.8,12.949934,77.699386,13.009934,77.759386,"Snack ","motorcycle ",19.73,93,0,"mist","High",13.71,47.9,"Snack","motorcycle","high","high","mist","Rainy",1,17.1732776617954
"892D","SURRES09DEL02",29,5,21.175975,72.795503,21.255975,72.875503,"Snack ","scooter ",22.88,43,0,"clear sky","High",15.2,38.76666667,"Snack","scooter","high","high","clear sky","Clear",0,23.525365432199
"6118","INDORES09DEL01",26,4.9,22.725835,75.887648,22.835835,75.997648,"Snack ","motorcycle ",17.27,53,0,"clear sky","High",22.02,41.1,"Snack","motorcycle","high","high","clear sky","Clear",1,32.1459854014599
"46FD","PUNERES09DEL03",29,4.8,18.536562,73.896485,18.596562,73.956485,"Meal ","motorcycle ",19.08,65,0,"clear sky","High",13.9,39.48333333,"Meal","motorcycle","high","high","clear sky","Clear",0,21.1228366417157
"5134","RANCHIRES01DEL02",29,4.7,23.416792,85.316842,23.436792,85.336842,"Snack ","motorcycle ",17.69,68,0,"clear sky","Low",4.57,16.83333333,"Snack","motorcycle","low","low","clear sky","Clear",0,16.2891089141167
"D418","LUDHRES010DEL03",21,4.9,30.89286,75.822199,30.92286,75.852199,"Meal ","scooter ",18.88,57,0,"clear sky","Moderate",6.07,22.08333333,"Meal","scooter","moderate","moderate","clear sky","Clear",0,16.4920754741875
"256C","MYSRES13DEL02",22,4.3,12.310972,76.659264,12.330972,76.679264,"Meal ","motorcycle ",17.99,78,0,"scattered clouds","Low",4.56,17.7,"Meal","motorcycle","low","low","scattered clouds","Clear",0,15.4576271186441
"6055","JAPRES18DEL02",31,4,26.913987,75.752891,26.993987,75.832891,"Snack ","motorcycle ",18.74,64,0,"haze","Very High",21.14,60.21666667,"Snack","motorcycle","very high","very high","haze","Poor Visibility",1,21.0639357862683
"7BFB","COIMBRES11DEL02",20,4.5,11.001753,76.986241,11.021753,77.006241,"Snack ","motorcycle ",24.94,73,0,"mist","Low",5.35,22.66666667,"Snack","motorcycle","low","low","mist","Rainy",0,14.1617647037997
"7220","VADRES13DEL02",30,3.9,22.310237,73.158921,22.390237,73.238921,"Drinks ","electric_scooter ",22.55,43,0,"clear sky","Moderate",15.84,39.21666667,"Drinks","electric_scooter","moderate","moderate","clear sky","Clear",0,24.2345941330867
"1568","BANGRES01DEL01",36,4.8,12.933284,77.615428,13.003284,77.685428,"Snack ","motorcycle ",19.55,92,0,"mist","Very High",18.21,54.18333333,"Snack","motorcycle","very high","very high","mist","Rainy",1,20.1648723482107
"41EA","MYSRES08DEL01",24,4.7,12.297954,76.665169,12.337954,76.705169,"Buffet ","scooter ",18.17,81,0,"broken clouds","Moderate",9.91,24.46666667,"Buffet","scooter","moderate","moderate","broken clouds","Clear",0,24.3024523127653
"1C60","MYSRES15DEL01",32,4.7,12.352058,76.60665,12.362058,76.61665,"Buffet ","electric_scooter ",18.05,81,0,"scattered clouds","Very Low",2.66,12.68333333,"Buffet","electric_scooter","very low","very low","scattered clouds","Clear",0,12.5834428416776
"7944","CHENRES02DEL03",25,5,13.086438,80.220672,13.146439,80.280672,"Drinks ","motorcycle ",26.31,88,0,"scattered clouds","Very High",13.96,63.26666667,"Drinks","motorcycle","very high","very high","scattered clouds","Clear",1,13.2391991563098
"77EE","HYDRES12DEL01",27,4.5,17.429585,78.392621,17.469585,78.432621,"Drinks ","scooter ",21.43,65,0,"broken clouds","High",9.43,41.55,"Drinks","scooter","high","high","broken clouds","Clear",1,13.6173285198556
"2192","BANGRES07DEL01",32,4.1,12.978453,77.643685,13.048453,77.713685,"Buffet ","motorcycle ",19.5,93,0,"mist","High",12.76,42.65,"Buffet","motorcycle","high","high","mist","Rainy",1,17.9507620164127
"48C7","CHENRES09DEL01",23,4.7,13.044694,80.26147,13.084694,80.30147,"Drinks ","motorcycle ",26.47,88,0,"mist","Moderate",9.27,41.78333333,"Drinks","motorcycle","moderate","moderate","mist","Rainy",1,13.3115277234393
"78BF","BANGRES04DEL02",39,4.4,12.98041,77.640489,13.11041,77.770489,"Meal ","motorcycle ",19.03,93,0,"fog","Very High",23.97,52.85,"Meal","motorcycle","very high","very high","fog","Poor Visibility",1,27.2128666035951
"4321","JAPRES13DEL02",20,4.8,26.846156,75.8023,26.926156,75.8823,"Drinks ","electric_scooter ",19.98,68,0,"haze","High",18.08,48.98333333,"Drinks","electric_scooter","high","high","haze","Poor Visibility",1,22.1463082696255
"E00D","ALHRES07DEL03",29,4.6,25.449659,81.839744,25.479659,81.869744,"Meal ","scooter ",22.21,54,0,"clear sky","Low",6.78,19.85,"Meal","scooter","low","low","clear sky","Clear",0,20.4937027707809
"1.00E+86","JAPRES06DEL03",26,4.9,26.911927,75.797282,27.051927,75.937282,"Meal ","scooter ",19.94,47,0,"clear sky","Very High",28.39,55.83333333,"Meal","scooter","very high","very high","clear sky","Clear",1,30.5086567182393
"CFF0","KOCRES03DEL01",25,5,10.020683,76.310631,10.030683,76.320631,"Meal ","motorcycle ",23.92,88,0,"mist","Very Low",1.98,9.966666667,"Meal","motorcycle","very low","very low","mist","Rainy",0,11.9197324410729
"1E2D","BANGRES13DEL01",34,4.7,12.935662,77.61413,12.975662,77.65413,"Snack ","motorcycle ",20.21,91,0,"mist","High",11.19,40.48333333,"Snack","motorcycle","high","high","mist","Rainy",1,16.5846027185331
"D072","GOARES02DEL01",31,4.9,15.585658,73.743606,15.625658,73.783606,"Snack ","motorcycle ",24.77,57,0,"broken clouds","Low",7.86,24.03333333,"Snack","motorcycle","low","low","broken clouds","Clear",0,19.6227461885746
"427B","HYDRES12DEL03",30,4.9,17.429585,78.392621,17.519585,78.482621,"Meal ","motorcycle ",21.23,66,0,"broken clouds","Very High",22.07,57.28333333,"Meal","motorcycle","very high","very high","broken clouds","Clear",1,23.116671517202
"5.20E+03","JAPRES07DEL02",36,4.8,26.766536,75.837333,26.896536,75.967333,"Buffet ","motorcycle ",20.12,68,0,"haze","High",37.48,48.36666667,"Buffet","motorcycle","high","high","haze","Poor Visibility",1,46.4948311477261
